Ville; Prix; Surface; NbrChambre; NbrPiece; Date; MatchCriteria; WebSite; ToCheck; UrlDetail
VINCENNES; 895000; 102; 3; 5; 20/05/2017 23:12:28; False; www.lagenceduchateau.com; True; http://www.lagenceduchateau.com/599-MAISON-DE-5-PIECES-VINCENNES.html
FONTENAY SOUS BOIS; 699000; 27; 3; 4; 20/05/2017 23:12:28; False; www.lagenceduchateau.com; True; http://www.lagenceduchateau.com/626-4-PIECES-FONTENAY-PEPINIERE.html
VINCENNES; -666; -666; -666; -666; 20/05/2017 23:12:29; False; www.lagenceduchateau.com; True; http://www.lagenceduchateau.com/637-Appartement-5-pieces-80-1m2.html
VINCENNES; 585000; -666; 3; 5; 20/05/2017 23:12:29; False; www.lagenceduchateau.com; True; http://www.lagenceduchateau.com/629-5-PIECES-VINCENNES-LIMITE-FONTENAY.html
MONTREUIL; 575000; 110; 3; 5; 20/05/2017 23:12:29; True; www.lagenceduchateau.com; True; http://www.lagenceduchateau.com/639-5-pieces.html
VINCENNES; 565000; -666; 2; 3; 20/05/2017 23:12:29; False; www.lagenceduchateau.com; True; http://www.lagenceduchateau.com/615-VINCENTES-CARRE-MAGIQUE.html
VINCENNES; -666; -666; -666; -666; 20/05/2017 23:12:29; False; www.lagenceduchateau.com; True; http://www.lagenceduchateau.com/627-3-PIECES-VINCENNES-DEFRANCE-PROCHE-BOIS.html
MONTREUIL; 530000; -666; 2; 4; 20/05/2017 23:12:30; False; www.lagenceduchateau.com; True; http://www.lagenceduchateau.com/614-4-pieces-avec-grand-balcon.html
; -666; -666; -666; -666; 20/05/2017 23:12:30; False; www.lagenceduchateau.com; True; http://www.lagenceduchateau.com/621-FONTENAY-A-2-PAS-DU-BOIS.html
VINCENNES; -666; -666; -666; -666; 20/05/2017 23:12:30; False; www.lagenceduchateau.com; True; http://www.lagenceduchateau.com/636-Appartement-3-pieces-51-06-m2.html
MONTREUIL; 410000; -666; 2; 4; 20/05/2017 23:12:30; False; www.lagenceduchateau.com; True; http://www.lagenceduchateau.com/631-3-4-pieces.html
MONTREUIL; 315000; -666; 1; 2; 20/05/2017 23:12:30; False; www.lagenceduchateau.com; True; http://www.lagenceduchateau.com/630-2-Pieces.html
MONTREUIL; 290000; 52; 2; 3; 20/05/2017 23:12:31; False; www.lagenceduchateau.com; True; http://www.lagenceduchateau.com/634-3-pieces.html
MONTREUIL; -666; -666; -666; -666; 20/05/2017 23:12:31; False; www.lagenceduchateau.com; True; http://www.lagenceduchateau.com/624-Studio.html
NEUILLY SUR MARNE; 415000; 110; 0; 4; 20/05/2017 23:12:31; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/486/vente-maison-4-pieces-3-chambres-neuilly-sur-marne-93330/
FONTENAY SOUS BOIS; 1450000; 240; 0; 7; 20/05/2017 23:12:31; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/485/vente-maison-7-pieces-4-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 320000; 65; 0; 3; 20/05/2017 23:12:31; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/484/vente-appartement-3-pieces-2-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 238000; -666; 0; 3; 20/05/2017 23:12:31; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/483/vente-appartement-3-pieces-2-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 320000; -666; 0; 5; 20/05/2017 23:12:31; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/482/vente-appartement-5-pieces-3-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 390000; 62; 0; 4; 20/05/2017 23:12:31; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/481/vente-duplex-4-pieces-2-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 495000; 76; 0; 4; 20/05/2017 23:12:32; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/480/vente-duplex-4-pieces-3-chambres-fontenay-sous-bois-94120/
NEUILLY SUR MARNE; 165000; 68; 0; 3; 20/05/2017 23:12:32; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/478/vente-appartement-3-pieces-2-chambres-neuilly-sur-marne-93330/
FONTENAY SOUS BOIS; 495000; 105; 0; 5; 20/05/2017 23:12:32; True; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/477/vente-appartement-5-pieces-2-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 270000; 58; 0; 3; 20/05/2017 23:12:32; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/476/vente-appartement-3-pieces-1-chambre-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 492000; 80; 0; 4; 20/05/2017 23:12:32; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/475/vente-maison-4-pieces-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 450000; -666; 0; 3; 20/05/2017 23:12:32; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/474/vente-appartement-3-pieces-2-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 550000; 140; 0; 5; 20/05/2017 23:12:32; True; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/473/vente-maison-5-pieces-3-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 319000; 66; 0; 3; 20/05/2017 23:12:32; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/472/vente-appartement-3-pieces-2-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 520000; 90; 0; 5; 20/05/2017 23:12:32; True; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/471/vente-villa-5-pieces-3-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 265000; -666; 0; 5; 20/05/2017 23:12:32; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/470/vente-appartement-5-pieces-4-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 240000; 48; 0; 3; 20/05/2017 23:12:32; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/468/vente-appartement-3-pieces-2-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 575000; 138; 0; 6; 20/05/2017 23:12:33; True; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/466/vente-maison-6-pieces-4-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 510000; 92; 0; 4; 20/05/2017 23:12:33; True; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/465/vente-appartement-4-pieces-3-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 340000; 57; 0; 2; 20/05/2017 23:12:33; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/464/vente-maison-2-pieces-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 740000; 110; 0; 5; 20/05/2017 23:12:33; True; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/463/vente-maison-5-pieces-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 460000; -666; 0; 5; 20/05/2017 23:12:33; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/458/vente-appartement-5-pieces-3-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 349000; 60; 0; 3; 20/05/2017 23:12:33; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/457/vente-maison-3-pieces-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 315000; -666; 0; 5; 20/05/2017 23:12:33; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/456/vente-appartement-5-pieces-4-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 1850000; 370; 0; 8; 20/05/2017 23:12:33; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/455/vente-maison-8-pieces-7-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 895000; 189; 0; 7; 20/05/2017 23:12:33; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/454/vente-maison-7-pieces-3-chambres-fontenay-sous-bois-94120/
NEUILLY PLAISANCE; 799000; 235; 0; 8; 20/05/2017 23:12:33; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/443/vente-maison-8-pieces-4-chambres-neuilly-plaisance-93360/
FONTENAY SOUS BOIS; 550000; -666; 0; 5; 20/05/2017 23:12:33; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/442/vente-appartement-5-pieces-4-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 930000; 215; 0; 6; 20/05/2017 23:12:34; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/441/vente-maison-6-pieces-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 799000; 122; 0; 6; 20/05/2017 23:12:34; True; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/437/vente-appartement-6-pieces-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 385000; -666; 0; 6; 20/05/2017 23:12:34; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/436/vente-appartement-6-pieces-3-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 540000; 150; 0; 6; 20/05/2017 23:12:34; True; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/426/vente-maison-6-pieces-4-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 262000; -666; 0; 4; 20/05/2017 23:12:34; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/420/vente-appartement-4-pieces-3-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 295000; -666; 0; 3; 20/05/2017 23:12:34; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/417/vente-appartement-3-pieces-2-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 370000; 56; 0; 2; 20/05/2017 23:12:34; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/415/vente-appartement-2-pieces-1-chambre-fontenay-sous-bois-94120/
NOGENT SUR MARNE; 279000; 46; 0; 2; 20/05/2017 23:12:34; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/414/vente-appartement-2-pieces-1-chambre-nogent-sur-marne-94130/
FONTENAY SOUS BOIS; 499000; 70; 0; 3; 20/05/2017 23:12:34; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/407/vente-appartement-3-pieces-2-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 530000; 130; 0; 5; 20/05/2017 23:12:34; True; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/406/vente-maison-5-pieces-3-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 1060000; 145; 0; 5; 20/05/2017 23:12:34; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/397/vente-appartement-5-pieces-3-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 670000; 120; 0; 5; 20/05/2017 23:12:35; True; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/396/vente-maison-5-pieces-3-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 420000; -666; 0; -666; 20/05/2017 23:12:35; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/386/vente-local-d-activite-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 365000; 68; 0; 4; 20/05/2017 23:12:35; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/380/vente-appartement-4-pieces-3-chambres-fontenay-sous-bois-94120/
NOGENT SUR MARNE; 680000; 130; 0; 6; 20/05/2017 23:12:35; True; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/379/vente-maison-6-pieces-4-chambres-nogent-sur-marne-94130/
FONTENAY SOUS BOIS; 290000; 51; 0; 3; 20/05/2017 23:12:35; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/378/vente-appartement-3-pieces-2-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 415000; 62; 0; 3; 20/05/2017 23:12:35; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/377/vente-appartement-3-pieces-2-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 345000; -666; 0; 4; 20/05/2017 23:12:35; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/376/vente-appartement-4-pieces-2-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 229000; -666; 0; 2; 20/05/2017 23:12:35; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/375/vente-appartement-2-pieces-1-chambre-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 290000; 55; 0; 3; 20/05/2017 23:12:35; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/374/vente-appartement-3-pieces-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 650000; 100; 0; 5; 20/05/2017 23:12:35; True; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/373/vente-maison-5-pieces-3-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 315000; -666; 0; 5; 20/05/2017 23:12:35; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/372/vente-appartement-5-pieces-3-chambres-fontenay-sous-bois-94120/
NOGENT SUR MARNE; 969000; 140; 0; 6; 20/05/2017 23:12:36; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/371/vente-maison-6-pieces-4-chambres-nogent-sur-marne-94130/
FONTENAY SOUS BOIS; 950000; 150; 0; 7; 20/05/2017 23:12:36; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/370/vente-maison-7-pieces-5-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 1350000; 170; 0; 8; 20/05/2017 23:12:36; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/369/vente-maison-8-pieces-5-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 749000; 180; 0; 8; 20/05/2017 23:12:36; True; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/368/vente-maison-8-pieces-5-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 1450000; 200; 0; 8; 20/05/2017 23:12:36; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/367/vente-maison-8-pieces-5-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 1280000; 250; 0; 8; 20/05/2017 23:12:36; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/366/vente-maison-8-pieces-5-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 799000; 160; 0; 7; 20/05/2017 23:12:36; True; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/362/vente-maison-7-pieces-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 426000; 110; 0; 3; 20/05/2017 23:12:36; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/322/vente-maison-de-ville-3-pieces-2-chambres-fontenay-sous-bois-94120/
NOGENT SUR MARNE; 490000; 76; 0; 4; 20/05/2017 23:12:36; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/281/vente-appartement-4-pieces-2-chambres-nogent-sur-marne-94130/
FONTENAY SOUS BOIS; 370000; 71; 0; 3; 20/05/2017 23:12:36; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/270/vente-appartement-3-pieces-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 235000; 40; 0; 2; 20/05/2017 23:12:36; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/227/vente-appartement-2-pieces-1-chambre-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 416000; 80; 0; 4; 20/05/2017 23:12:37; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/186/vente-maison-4-pieces-2-chambres-fontenay-sous-bois-94120/
FONTENAY SOUS BOIS; 158000; 25; 0; 2; 20/05/2017 23:12:37; False; www.lcimmo.fr; True; http://www.lcimmo.fr/vente/details/83/vente-appartement-2-pieces-1-chambre-fontenay-sous-bois-94120/
VINCENNES; 970000; 136; 3; 6; 20/05/2017 23:12:37; False; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-14879692&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D1
VINCENNES; 950000; 110; 4; 6; 20/05/2017 23:12:37; False; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-15349747&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D1
FONTENAY SOUS BOIS; 950000; 260; 5; 7; 20/05/2017 23:12:37; False; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-14775258&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D1
VINCENNES; 860000; 115; 3; 5; 20/05/2017 23:12:37; False; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-15061057&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D1
ST MANDE; 850000; 98; 3; 5; 20/05/2017 23:12:37; False; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-14830844&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D1
VINCENNES; 789000; 99; 3; 5; 20/05/2017 23:12:38; True; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-15332483&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D2
FONTENAY SOUS BOIS; 785000; 105; 3; 5; 20/05/2017 23:12:38; True; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-15281029&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D2
MONTREUIL; 750000; 130; 5; 6; 20/05/2017 23:12:38; True; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-15393826&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D2
VINCENNES; 720000; 97; 3; 5; 20/05/2017 23:12:38; True; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-15263066&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D2
VINCENNES; 700000; 92; 3; 4; 20/05/2017 23:12:38; True; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-15103946&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D2
VINCENNES; 635000; 72; 2; 3; 20/05/2017 23:12:38; False; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-15104096&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D3
VINCENNES; 620000; 71; 2; 3; 20/05/2017 23:12:38; False; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-15214146&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D3
VINCENNES; 618000; 71; 2; 4; 20/05/2017 23:12:38; False; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-15320052&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D3
VINCENNES; 595000; 71; 2; 3; 20/05/2017 23:12:38; False; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-15285380&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D3
VINCENNES; 585000; 68; 2; 3; 20/05/2017 23:12:38; False; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-15382807&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D3
VINCENNES; 570000; 63; 2; 3; 20/05/2017 23:12:38; False; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-15344440&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D4
ST MAURICE; 550000; 82; 3; 5; 20/05/2017 23:12:38; False; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-15389972&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D4
VINCENNES; 535000; 71; 2; 3; 20/05/2017 23:12:38; False; www.properties-v.com; True; http://www.properties-v.com/property-detail.php?ID=D503-01-14830892&q=ville%3D%26type_bien%3D%26budget%3D2%26surface%3D1%26trier_par%3D%26page%3D4
MONTREUIL; 230000; 97; 0; 5; 22/05/2017 19:09:39; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1398741835/
FONTENAY SOUS BOIS; 281000; 81; 0; 4; 22/05/2017 19:10:05; False; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1313059785/
MONTREUIL; 299000; 85; 0; 5; 22/05/2017 19:10:05; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1407482102/
MONTREUIL; 299000; 82; 0; 5; 22/05/2017 19:10:06; False; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1293957067/
FONTENAY SOUS BOIS; 344000; 93; 0; 3; 22/05/2017 19:10:06; False; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1313536243/
MONTREUIL; 399000; 110; 0; 4; 22/05/2017 19:10:06; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1356227290/
MONTREUIL; 435000; 150; 0; 6; 22/05/2017 19:10:07; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1275047579/
MONTREUIL; 439000; 102; 0; 4; 22/05/2017 19:10:07; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1398596327/
NOGENT SUR MARNE; 475000; 100; 0; 4; 22/05/2017 19:10:07; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1309943371/
VINCENNES; 480000; 83; 0; 4; 22/05/2017 19:10:07; False; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1423289611/
MONTREUIL; 480000; 83; 0; 4; 22/05/2017 19:10:08; False; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1423288900/
NOGENT SUR MARNE; 495000; 83; 0; 5; 22/05/2017 19:10:08; False; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1413591790/
FONTENAY SOUS BOIS; 499000; 115; 0; 6; 22/05/2017 19:10:08; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1331939377/
FONTENAY SOUS BOIS; 535000; 160; 0; 6; 22/05/2017 19:10:08; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1202431780/
FONTENAY SOUS BOIS; 585000; 110; 0; 5; 22/05/2017 19:10:09; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1281797396/
NOGENT SUR MARNE; 629000; 98; 0; 5; 22/05/2017 19:10:09; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1399945995/
FONTENAY SOUS BOIS; 640000; 130; 0; 5; 22/05/2017 19:10:09; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1247362080/
VINCENNES; 668000; 105; 0; 6; 22/05/2017 19:10:10; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1317078068/
NOGENT SUR MARNE; 700000; 117; 0; 5; 22/05/2017 19:10:10; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/943908929/
MONTREUIL; 720000; 278; 0; 10; 22/05/2017 19:10:11; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1400554139/
MONTREUIL; 750000; 194; 0; 5; 22/05/2017 19:10:12; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1421467216/
MONTREUIL; 750000; 169; 0; 5; 22/05/2017 19:10:13; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1421489272/
NOGENT SUR MARNE; 780000; 134; 0; 6; 22/05/2017 19:10:13; True; www.century21.fr; True; http://www.century21.fr/trouver_logement/detail/1280013890/
